web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751405370-1;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016;Chaussures Enfants;Prix sur demande;Gu�diawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/750016_uploaded_image1_1563279645.35.png""); width: 393px;"
1751405373-2;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022;Chaussures Enfants;Prix sur demande;Gu�diawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/750022_uploaded_image1_1563279678.59.png""); width: 393px;"
1751405378-3;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Claquettes  enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661;Chaussures Enfants;Prix sur demande;S�n�gal;"background-image: url(""https://images.coinafrique.com/781661_uploaded_image1_1564075024.17.png""); width: 404px;"
1751405382-4;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038;Chaussures Enfants;Prix sur demande;Point E, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/792038_uploaded_image1_1564402766.76.png""); width: 436px;"
1751405386-5;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041;Chaussures Enfants;Prix sur demande;Point E, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/792041_uploaded_image1_1564402795.9.png""); width: 436px;"
1751405389-6;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044;Chaussures Enfants;Prix sur demande;Point E, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/792044_uploaded_image1_1564402826.19.png""); width: 436px;"
1751405392-7;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099;Chaussures Enfants;Prix sur demande;Point E, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/792099_uploaded_image1_1564403460.51.png""); width: 436px;"
1751405396-8;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468;Chaussures Enfants;4 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/792468_uploaded_image1_1564410485.85.png""); width: 516px;"
1751405399-9;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879;Chaussures Enfants;Prix sur demande;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/796879_uploaded_image1_1564515493.31.png""); width: 436px;"
1751405403-10;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881;Chaussures Enfants;Prix sur demande;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/796881_uploaded_image1_1564515527.51.png""); width: 436px;"
1751405407-11;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883;Chaussures Enfants;Prix sur demande;Fann, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/796883_uploaded_image1_1564515565.66.png""); width: 436px;"
1751405413-12;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures mocassins enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188;Chaussures Enfants;Prix sur demande;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/797188_uploaded_image2_1564528106.27.png""); width: 404px;"
1751405417-13;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181;Chaussures Enfants;Prix sur demande;Petit-Mbao, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/799181_uploaded_image1_1564584908.27.png""); width: 407px;"
1751405420-14;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556;Chaussures Enfants;Prix sur demande;Biscuiterie, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/799556_uploaded_image1_1564591363.49.png""); width: 386px;"
1751405429-15;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Talons fillette;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320;Chaussures Enfants;Prix sur demande;S�n�gal;"background-image: url(""https://images.coinafrique.com/801320_uploaded_image2_1564654471.5.png""); width: 404px;"
1751405432-16;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures talons fillette;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329;Chaussures Enfants;Prix sur demande;S�n�gal;"background-image: url(""https://images.coinafrique.com/801329_uploaded_image1_1564654543.94.png""); width: 404px;"
1751405435-17;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Talons ras�s;https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336;Chaussures Enfants;Prix sur demande;S�n�gal;"background-image: url(""https://images.coinafrique.com/801336_uploaded_image1_1564654599.57.png""); width: 404px;"
1751405439-18;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/811210_uploaded_image1_1564948595.79.png""); width: 402px;"
1751405456-19;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405460-20;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813203_uploaded_image1_1565011424.68.png""); width: 402px;"
1751405464-21;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813206_uploaded_image1_1565011464.28.png""); width: 402px;"
1751405468-22;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813210_uploaded_image1_1565011527.31.png""); width: 402px;"
1751405472-23;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813213_uploaded_image1_1565011607.36.png""); width: 402px;"
1751405476-24;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813222_uploaded_image1_1565011799.02.png""); width: 402px;"
1751405481-25;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813226_uploaded_image1_1565011851.3.png""); width: 402px;"
1751405485-26;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813228_uploaded_image1_1565011936.11.png""); width: 402px;"
1751405489-27;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813230_uploaded_image1_1565011989.51.png""); width: 402px;"
1751405493-28;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813239_uploaded_image1_1565012155.7.png""); width: 402px;"
1751405498-29;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813272_uploaded_image1_1565012560.04.png""); width: 402px;"
1751405502-30;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813282_uploaded_image1_1565012680.37.png""); width: 402px;"
1751405505-31;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813287_uploaded_image1_1565012771.79.png""); width: 402px;"
1751405509-32;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813299_uploaded_image1_1565012935.88.png""); width: 402px;"
1751405514-33;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/813303_uploaded_image1_1565013123.95.png""); width: 402px;"
1751405519-34;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405525-35;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/824543_uploaded_image1_1565279780.97.png""); width: 404px;"
1751405550-36;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/825843_uploaded_image2_1565308870.24.png""); width: 404px;"
1751405577-37;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures Enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/838285_uploaded_image1_1565733521.41.png""); width: 404px;"
1751405580-38;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Mocassins Enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292;Chaussures Enfants;Prix sur demande;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/838292_uploaded_image1_1565733704.96.png""); width: 404px;"
1751405584-39;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875;Chaussures Enfants;8 500 CFA;Camb�r�ne, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/848875_uploaded_image1_1566050610.48.png""); width: 604px;"
1751405588-40;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221;Chaussures Enfants;6 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/854221_uploaded_image1_1566227990.03.png""); width: 404px;"
1751405592-41;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Ensemble talon;https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833;Chaussures Enfants;15 000 CFA;Camb�r�ne, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/861833_uploaded_image1_1566391948.31.png""); width: 541px;"
1751405597-42;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800;Chaussures Enfants;7 500 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/878800_uploaded_image1_1566841283.51.png""); width: 604px;"
1751405604-43;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809;Chaussures Enfants;7 500 CFA;Camb�r�ne, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/878809_uploaded_image2_1566841399.53.png""); width: 604px;"
1751405628-44;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530;Chaussures Enfants;13 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/884530_uploaded_image2_1566983419.62.png""); width: 604px;"
1751405635-45;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405651-46;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405657-47;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405663-48;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405669-49;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185;Chaussures Enfants;8 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/894185_uploaded_image2_1567186147.98.png""); width: 594px;"
1751405681-50;https://sn.coinafrique.com/categorie/chaussures-enfants?page=8;Chaussures Baskets;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226;Chaussures Enfants;15 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/894226_uploaded_image2_1567186853.62.png""); width: 594px;"
1751405697-51;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Claquettes enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267;Chaussures Enfants;8 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/894267_uploaded_image1_1567187400.66.png""); width: 654px;"
1751405702-52;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314;Chaussures Enfants;10 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/894314_uploaded_image1_1567188587.1.png""); width: 594px;"
1751405731-53;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/902724_uploaded_image2_1567471370.21.png""); width: 497px;"
1751405734-54;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Baskets;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/902727_uploaded_image1_1567471565.75.png""); width: 497px;"
1751405738-55;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905353_uploaded_image1_1567527349.0.png""); width: 622px;"
1751405743-56;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905360_uploaded_image1_1567527475.22.png""); width: 671px;"
1751405748-57;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905363_uploaded_image1_1567527530.77.png""); width: 622px;"
1751405752-58;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905365_uploaded_image1_1567527559.02.png""); width: 622px;"
1751405757-59;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905367_uploaded_image1_1567527588.75.png""); width: 622px;"
1751405761-60;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905369_uploaded_image1_1567527617.39.png""); width: 622px;"
1751405766-61;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905373_uploaded_image1_1567527650.34.png""); width: 622px;"
1751405772-62;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905376_uploaded_image1_1567527683.78.png""); width: 622px;"
1751405780-63;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405785-64;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405789-65;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905385_uploaded_image1_1567527792.61.png""); width: 671px;"
1751405807-66;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405813-67;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905394_uploaded_image1_1567527922.13.png""); width: 622px;"
1751405818-68;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405822-69;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905399_uploaded_image1_1567528008.97.png""); width: 622px;"
1751405833-70;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405841-71;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405850-72;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405857-73;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405869-74;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures   enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405874-75;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905422_uploaded_image1_1567528291.23.png""); width: 622px;"
1751405879-76;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405888-77;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905429;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905429_uploaded_image1_1567528425.06.png""); width: 671px;"
1751405892-78;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905430_uploaded_image1_1567528509.05.png""); width: 671px;"
1751405911-79;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;
1751405915-80;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905437_uploaded_image1_1567528599.94.png""); width: 622px;"
1751405918-81;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905439_uploaded_image1_1567528632.43.png""); width: 622px;"
1751405923-82;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905442_uploaded_image1_1567528724.67.png""); width: 671px;"
1751405927-83;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905446;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905446_uploaded_image1_1567528767.16.png""); width: 671px;"
1751405932-84;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905450_uploaded_image1_1567528833.56.png""); width: 671px;"
1751405935-85;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905452_uploaded_image1_1567528876.26.png""); width: 671px;"
1751405940-86;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905455_uploaded_image1_1567528936.77.png""); width: 671px;"
1751405945-87;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/905461_uploaded_image1_1567528992.85.png""); width: 671px;"
1751405951-88;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants Zara;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654;Chaussures Enfants;7 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/905654_uploaded_image2_1567532749.06.png""); width: 431px;"
1751405955-89;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324;Chaussures Enfants;10 000 CFA;S�n�gal;"background-image: url(""https://images.coinafrique.com/919324_uploaded_image1_1567854655.1.png""); width: 598px;"
