web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751409547-491;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Sandales africaines enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619;Chaussures Enfants;1 500 CFA;Camb�r�ne, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3778619_uploaded_image1_1657354885.jpg""); width: 436px;"
1751409553-492;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3824846;Chaussures Enfants;10 000 CFA;Biscuiterie, Dakar, S�n�gal;
1751409561-493;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3804708;Chaussures Enfants;5 000 CFA;Dakar, S�n�gal;
1751409573-494;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Baskets enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3848408;Chaussures Enfants;12 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3848408_uploaded_image2_1661541004.jpeg""); width: 576px;"
1751409583-495;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3851925;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751409593-496;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853480;Chaussures Enfants;2 500 CFA;Dakar Plateau, Dakar, S�n�gal;
1751409600-497;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853482;Chaussures Enfants;3 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3853482_uploaded_image2_1661882916.jpeg""); width: 528px;"
1751409609-498;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures filles;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3869546;Chaussures Enfants;6 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3869546_uploaded_image2_1662655575.jpeg""); width: 599px;"
1751409618-499;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3886285;Chaussures Enfants;15 000 CFA;Biscuiterie, Dakar, S�n�gal;
1751409625-500;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3887647;Chaussures Enfants;Prix sur demande;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3887647_uploaded_image2_1663793770.jpeg""); width: 389px;"
1751409633-501;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures crocs;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874870;Chaussures Enfants;3 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3874870_uploaded_image2_1662993235.jpeg""); width: 475px;"
1751409641-502;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures crocs;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874877;Chaussures Enfants;3 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3874877_uploaded_image2_1662993378.jpeg""); width: 475px;"
1751409652-503;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3895663;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3895663_uploaded_image2_1664298674.jpeg""); width: 441px;"
1751409661-504;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897395;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3897395_uploaded_image2_1664399090.jpeg""); width: 441px;"
1751409672-505;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897399;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3897399_uploaded_image2_1664399172.jpeg""); width: 441px;"
1751409681-506;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussure enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-3920803;Chaussures Enfants;15 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/3920803_uploaded_image2_1665775388.jpeg""); width: 450px;"
1751409692-507;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3934730;Chaussures Enfants;20 000 CFA;Biscuiterie, Dakar, S�n�gal;
1751409703-508;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Baskets enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3958985;Chaussures Enfants;20 000 CFA;Biscuiterie, Dakar, S�n�gal;
1751409714-509;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Baskets enfant friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-friperie-4000080;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751409723-510;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-4000084;Chaussures Enfants;7 000 CFA;Colobane, Dakar, S�n�gal;
1751409731-511;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4002819;Chaussures Enfants;15 000 CFA;Colobane, Dakar, S�n�gal;
1751409741-512;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4024385;Chaussures Enfants;20 000 CFA;Colobane, Dakar, S�n�gal;
1751409750-513;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4002035;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4002035_uploaded_image2_1670608929.jpeg""); width: 465px;"
1751409757-514;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures crocs;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-4038403;Chaussures Enfants;6 000 CFA;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4038403_uploaded_image2_1673050095.jpeg""); width: 574px;"
1751409766-515;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4038506;Chaussures Enfants;20 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4038506_uploaded_image2_1673066962.jpeg""); width: 539px;"
1751409775-516;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussure Jordan enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-jordan-enfant-4040246;Chaussures Enfants;7 500 CFA;Parcelle Assainies, Dakar, S�n�gal;
1751409783-517;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4040305;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;
1751409792-518;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4019759;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4019759_uploaded_image2_1671731981.jpeg""); width: 484px;"
1751409801-519;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Pantoufles;https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-4060976;Chaussures Enfants;7 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4060976_uploaded_image2_1674416715.jpeg""); width: 525px;"
1751409809-520;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4028219;Chaussures Enfants;10 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4028219_uploaded_image2_1672405450.jpeg""); width: 407px;"
1751409818-521;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4081818;Chaussures Enfants;20 000 CFA;Grand Dakar, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4081818_uploaded_image1_1675653272.jpg""); width: 539px;"
1751409828-522;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059365;Chaussures Enfants;5 500 CFA;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4059365_uploaded_image2_1674301160.jpeg""); width: 656px;"
1751409837-523;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059370;Chaussures Enfants;5 500 CFA;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4059370_uploaded_image2_1674301239.jpeg""); width: 656px;"
1751409846-524;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059363;Chaussures Enfants;5 500 CFA;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4059363_uploaded_image2_1674301059.jpeg""); width: 656px;"
1751409855-525;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4050259;Chaussures Enfants;13 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4050259_uploaded_image2_1673728538.jpeg""); width: 399px;"
1751409865-526;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Baskets enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4096757;Chaussures Enfants;20 000 CFA;Grand Dakar, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4096757_uploaded_image2_1676513509.jpeg""); width: 539px;"
1751409872-527;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Bottes fourr�es fille;https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432;Chaussures Enfants;13 000 CFA;Parcelle Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4110432_uploaded_image2_1677428890.jpeg""); width: 373px;"
1751409878-528;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4111498;Chaussures Enfants;12 000 CFA;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4111498_uploaded_image1_1677508687.jpg""); width: 576px;"
1751409884-529;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933;Chaussures Enfants;2 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4139933_uploaded_image2_1679181631.jpeg""); width: 488px;"
1751409889-530;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937;Chaussures Enfants;2 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4139937_uploaded_image1_1679215240.jpg""); width: 488px;"
1751409896-531;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946;Chaussures Enfants;2 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4139946_uploaded_image2_1679215303.jpeg""); width: 488px;"
1751409907-532;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Crampons pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596;Chaussures Enfants;12 000 CFA;Diamniadio, S�n�gal;"background-image: url(""https://images.coinafrique.com/4101596_uploaded_image2_1676845748.jpeg""); width: 484px;"
1751409917-533;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants friperie;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4140242_uploaded_image2_1679226795.jpeg""); width: 441px;"
1751409925-534;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4140244_uploaded_image2_1679226846.jpeg""); width: 441px;"
1751409931-535;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4124281_uploaded_image2_1678211050.jpeg""); width: 407px;"
1751409935-536;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Ballerines  enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703;Chaussures Enfants;7 500 CFA;Sicap foire, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4175703_uploaded_image1_1681413005.jpg""); width: 519px;"
1751409941-537;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4136187_uploaded_image2_1678918009.jpeg""); width: 484px;"
1751409947-538;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187188;Chaussures Enfants;Prix sur demande;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4187188_uploaded_image2_1682250706.jpeg""); width: 385px;"
1751409954-539;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241;Chaussures Enfants;2 000 CFA;HLM, Dakar, S�n�gal;
1751409963-540;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165634;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751409971-541;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165635;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751409979-542;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165645;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751409987-543;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751409994-544;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751410001-545;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Baskets enfant  Jordan;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-jordan-4201412;Chaussures Enfants;20 000 CFA;Grand Dakar, Dakar, S�n�gal;
1751410008-546;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4173844;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751410014-547;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;
1751410020-548;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4287055;Chaussures Enfants;5 000 CFA;Mermoz-Sacr� Coeur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4287055_uploaded_image2_1688860045.jpeg""); width: 373px;"
1751410034-549;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380;Chaussures Enfants;Prix sur demande;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4300380_uploaded_image2_1716825465.jpeg""); width: 382px;"
1751410041-550;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4327769;Chaussures Enfants;18 000 CFA;Grand Dakar, Dakar, S�n�gal;
1751410046-551;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant - 7 paires;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733;Chaussures Enfants;15 000 CFA;Ouakam, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4336733_uploaded_image1_1692136230.jpg""); width: 378px;"
1751410051-552;https://sn.coinafrique.com/categorie/chaussures-enfants?page=2;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183;Chaussures Enfants;6 000 CFA;Parcelle Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4351183_uploaded_image1_1693054139.jpg""); width: 447px;"
1751410065-553;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351852;Chaussures Enfants;20 000 CFA;Grand Dakar, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4351852_uploaded_image1_1693108691.jpg""); width: 539px;"
1751410071-554;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4361430;Chaussures Enfants;20 000 CFA;Sacr�-Coeur, Dakar, S�n�gal;
1751410076-555;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839;Chaussures Enfants;28 000 CFA;Medina, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4367839_uploaded_image2_1694130362.jpeg""); width: 373px;"
1751410082-556;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4392112;Chaussures Enfants;6 000 CFA;Diamalaye 1, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4392112_uploaded_image1_1695751474.jpg""); width: 534px;"
1751410090-557;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4394927;Chaussures Enfants;15 000 CFA;Grand Dakar, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4394927_uploaded_image2_1695956109.jpeg""); width: 539px;"
1751410099-558;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4396320;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4396320_uploaded_image2_1696061527.jpeg""); width: 533px;"
1751410108-559;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886;Chaussures Enfants;9 000 CFA;Dakar, S�n�gal;
1751410113-560;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures Skateboard;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279;Chaussures Enfants;11 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4402279_uploaded_image1_1696422852.jpg""); width: 507px;"
1751410120-561;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4372705_uploaded_image2_1694464836.jpeg""); width: 484px;"
1751410126-562;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003;Chaussures Enfants;Prix sur demande;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4375003_uploaded_image2_1694607226.jpeg""); width: 484px;"
1751410132-563;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022;Chaussures Enfants;8 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4375022_uploaded_image2_1694607724.jpeg""); width: 484px;"
1751410138-564;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779;Chaussures Enfants;13 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4414779_uploaded_image2_1697159525.jpeg""); width: 533px;"
1751410144-565;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758;Chaussures Enfants;8 500 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4381758_uploaded_image2_1695064658.jpeg""); width: 399px;"
1751410150-566;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835;Chaussures Enfants;5 000 CFA;Ouest Foire, Dakar, S�n�gal;
1751410168-567;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Sandales enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622;Chaussures Enfants;2 500 CFA;Dakar, S�n�gal;
1751410179-568;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4430647;Chaussures Enfants;20 000 CFA;Grand Dakar, Dakar, S�n�gal;
1751410186-569;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4396653;Chaussures Enfants;Prix sur demande;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4396653_uploaded_image2_1696082279.jpeg""); width: 484px;"
1751410193-570;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Baskets  Jordan;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-4402939;Chaussures Enfants;20 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4402939_uploaded_image2_1696449724.jpeg""); width: 484px;"
1751410199-571;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4404739;Chaussures Enfants;3 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4404739_uploaded_image2_1696545306.jpeg""); width: 399px;"
1751410207-572;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4481347;Chaussures Enfants;20 000 CFA;Dakar Plateau, Dakar, S�n�gal;
1751410215-573;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4452170;Chaussures Enfants;6 000 CFA;Dakar Plateau, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4452170_uploaded_image2_1699621092.jpeg""); width: 399px;"
1751410231-574;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4486289;Chaussures Enfants;9 000 CFA;Dieuppeul-Derkl�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4486289_uploaded_image2_1701786845.jpeg""); width: 373px;"
1751410238-575;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284;Chaussures Enfants;4 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4464284_uploaded_image2_1700414113.jpeg""); width: 465px;"
1751410244-576;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312;Chaussures Enfants;3 000 CFA;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4464312_uploaded_image2_1700415242.jpeg""); width: 465px;"
1751410252-577;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4513355_uploaded_image2_1703506843.jpeg""); width: 558px;"
1751410260-578;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156;Chaussures Enfants;9 000 CFA;Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4516156_uploaded_image2_1703690655.jpeg""); width: 389px;"
1751410266-579;https://sn.coinafrique.com/categorie/chaussures-enfants?page=1;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970;Chaussures Enfants;Prix sur demande;Colobane, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/4517970_uploaded_image3_1703783616.jpeg""); width: 558px;"
