web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_habit;prix;adress;url_image
1751481935-1;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements Enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2431713;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2431713_uploaded_image1_1594596099.jpg""); width: 399px;"
1751481938-2;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Caleçon enfant;https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2433719;Vêtements Enfants;1 000 CFA;Fass, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2433719_uploaded_image1_1594643418.jpg""); width: 528px;"
1751481940-3;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Djellaba enfant;https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-2433735;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2433735_uploaded_image1_1594643576.jpg""); width: 532px;"
1751481943-4;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Caleçon enfant;https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2434001;Vêtements Enfants;1 000 CFA;Fass, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2434001_uploaded_image1_1594646583.jpg""); width: 528px;"
1751481946-5;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435165;Vêtements Enfants;2 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2435165_uploaded_image1_1594664501.jpg""); width: 391px;"
1751481949-6;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2435299;Vêtements Enfants;2 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2435299_uploaded_image1_1594666625.jpg""); width: 392px;"
1751481952-7;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2435562;Vêtements Enfants;3 000 CFA;Ouakam, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2435562_uploaded_image1_1594671660.jpg""); width: 418px;"
1751481955-8;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436059;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436059_uploaded_image1_1594683237.jpg""); width: 399px;"
1751481959-9;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436060;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436060_uploaded_image1_1594683263.jpg""); width: 399px;"
1751481962-10;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436061;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436061_uploaded_image1_1594683292.jpg""); width: 399px;"
1751481965-11;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2436063;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436063_uploaded_image1_1594683324.jpg""); width: 399px;"
1751481969-12;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfant;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436367;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436367_uploaded_image1_1594691952.jpg""); width: 608px;"
1751481972-13;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes;https://sn.coinafrique.com/annonce/vetements-enfants/robes-2436369;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436369_uploaded_image1_1594692021.jpg""); width: 608px;"
1751481975-14;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes fille;https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436371;Vêtements Enfants;7 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436371_uploaded_image1_1594692075.jpg""); width: 608px;"
1751481978-15;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes  fille;https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436373;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436373_uploaded_image1_1594692144.jpg""); width: 608px;"
1751481982-16;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes fille;https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-2436374;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436374_uploaded_image1_1594692213.jpg""); width: 608px;"
1751481985-17;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfant;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436377;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436377_uploaded_image1_1594692299.jpg""); width: 608px;"
1751481989-18;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfant;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-2436380;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436380_uploaded_image1_1594692362.jpg""); width: 608px;"
1751481994-19;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes filles;https://sn.coinafrique.com/annonce/vetements-enfants/robes-filles-2436381;Vêtements Enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2436381_uploaded_image1_1594692440.jpg""); width: 608px;"
1751481999-20;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2439757;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2439757_uploaded_image1_1594755732.jpg""); width: 532px;"
1751482003-21;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2441099;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2441099_uploaded_image1_1594802735.jpg""); width: 532px;"
1751482006-22;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Bonnet bébé;https://sn.coinafrique.com/annonce/vetements-enfants/bonnet-bebe-2442193;Vêtements Enfants;2 250 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2442193_uploaded_image1_1594817783.jpg""); width: 452px;"
1751482009-23;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtement enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2442234;Vêtements Enfants;5 000 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2442234_uploaded_image1_1594818156.jpg""); width: 452px;"
1751482011-24;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2442369;Vêtements Enfants;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2442369_uploaded_image1_1594819447.jpg""); width: 430px;"
1751482014-25;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2443620;Vêtements Enfants;2 500 CFA;Ouakam, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2443620_uploaded_image1_1594836984.jpg""); width: 418px;"
1751482017-26;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2443683;Vêtements Enfants;Prix sur demande;Ouakam, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2443683_uploaded_image1_1594837892.jpg""); width: 418px;"
1751482020-27;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfants et chaussures;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-et-chaussures-2443702;Vêtements Enfants;Prix sur demande;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2443702_uploaded_image1_1594838221.jpg""); width: 418px;"
1751482023-28;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2443706;Vêtements Enfants;3 000 CFA;Ouakam, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2443706_uploaded_image1_1594838314.jpg""); width: 418px;"
1751482026-29;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2444771;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2444771_uploaded_image1_1594859155.jpg""); width: 399px;"
1751482030-30;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2444774;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2444774_uploaded_image1_1594859194.jpg""); width: 399px;"
1751482033-31;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2444775;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2444775_uploaded_image2_1594859227.jpeg""); width: 399px;"
1751482036-32;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2444795;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2444795_uploaded_image1_1594859626.jpg""); width: 399px;"
1751482039-33;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Bandeaux  bébé;https://sn.coinafrique.com/annonce/vetements-enfants/bandeaux-bebe-2447565;Vêtements Enfants;1 000 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2447565_uploaded_image1_1594917079.jpg""); width: 442px;"
1751482042-34;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Naf pour bébé;https://sn.coinafrique.com/annonce/vetements-enfants/naf-pour-bebe-2447755;Vêtements Enfants;Prix sur demande;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2447755_uploaded_image1_1594920765.jpg""); width: 442px;"
1751482045-35;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2448810;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2448810_uploaded_image1_1594942751.jpg""); width: 399px;"
1751482048-36;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2448811;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2448811_uploaded_image2_1594942797.jpeg""); width: 399px;"
1751482052-37;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2453243;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2453243_uploaded_image1_1595031083.jpg""); width: 399px;"
1751482055-38;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2453244;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2453244_uploaded_image1_1595031125.jpg""); width: 399px;"
1751482058-39;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Panier cadeau naissance;https://sn.coinafrique.com/annonce/vetements-enfants/panier-cadeau-naissance-2454705;Vêtements Enfants;Prix sur demande;Rufisque, Sénégal;"background-image: url(""https://images.coinafrique.com/2454705_uploaded_image1_1595076484.jpg""); width: 671px;"
1751482060-40;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Valise de maternité;https://sn.coinafrique.com/annonce/vetements-enfants/valise-de-maternite-2454758;Vêtements Enfants;Prix sur demande;Rufisque, Sénégal;"background-image: url(""https://images.coinafrique.com/2454758_uploaded_image1_1595077065.jpg""); width: 671px;"
1751482063-41;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robe enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-2456218;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2456218_uploaded_image2_1595109156.jpeg""); width: 532px;"
1751482066-42;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes;https://sn.coinafrique.com/annonce/vetements-enfants/robes-2458370;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2458370_uploaded_image1_1595176858.jpg""); width: 532px;"
1751482069-43;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2460853;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2460853_uploaded_image2_1595241915.jpeg""); width: 532px;"
1751482073-44;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2461460;Vêtements Enfants;7 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2461460_uploaded_image1_1595248808.jpg""); width: 450px;"
1751482076-45;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2461597;Vêtements Enfants;7 500 CFA;Grand Yoff, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2461597_uploaded_image1_1595251230.jpg""); width: 373px;"
1751482079-46;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2469028;Vêtements Enfants;10 000 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2469028_uploaded_image1_1595412561.jpg""); width: 452px;"
1751482082-47;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements  pour bébé;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-2469036;Vêtements Enfants;10 000 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2469036_uploaded_image1_1595412627.jpg""); width: 452px;"
1751482085-48;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2471047;Vêtements Enfants;10 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2471047_uploaded_image1_1595441350.jpg""); width: 532px;"
1751482088-49;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-2471587;Vêtements Enfants;7 000 CFA;HLM, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2471587_uploaded_image1_1595451519.jpg""); width: 442px;"
1751482091-50;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2474321;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2474321_uploaded_image1_1595512774.jpg""); width: 389px;"
1751482094-51;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robe   enfant;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2474774;Vêtements Enfants;7 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2474774_uploaded_image1_1595519256.jpg""); width: 389px;"
1751482097-52;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robes pour enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfants-2474793;Vêtements Enfants;7 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2474793_uploaded_image1_1595519536.jpg""); width: 389px;"
1751482100-53;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robe  enfant;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2474908;Vêtements Enfants;7 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2474908_uploaded_image1_1595521453.jpg""); width: 389px;"
1751482103-54;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfant;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2478222;Vêtements Enfants;12 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2478222_uploaded_image1_1595596044.jpg""); width: 532px;"
1751482106-55;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robe de princesse;https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-princesse-2482674;Vêtements Enfants;7 500 CFA;Grand Yoff, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2482674_uploaded_image1_1595692597.jpg""); width: 373px;"
1751482109-56;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2483310;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2483310_uploaded_image1_1595708015.jpg""); width: 399px;"
1751482112-57;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2483311;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2483311_uploaded_image1_1595708050.jpg""); width: 399px;"
1751482115-58;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2483313;Vêtements Enfants;4 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2483313_uploaded_image1_1595708086.jpg""); width: 399px;"
1751482118-59;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Veste africaine;https://sn.coinafrique.com/annonce/vetements-enfants/veste-africaine-2484591;Vêtements Enfants;12 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2484591_uploaded_image1_1595757564.jpg""); width: 532px;"
1751482121-60;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2485185;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485185_uploaded_image1_1595771583.jpg""); width: 389px;"
1751482124-61;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfant;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2485283;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485283_uploaded_image1_1595774718.jpg""); width: 389px;"
1751482127-62;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble Enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2485300;Vêtements Enfants;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485300_uploaded_image1_1595775002.jpg""); width: 389px;"
1751482130-63;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Robe pour enfants;https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-2485385;Vêtements Enfants;7 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485385_uploaded_image1_1595777191.jpg""); width: 389px;"
1751482132-64;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensembles enfant;https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfant-2485396;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485396_uploaded_image1_1595777462.jpg""); width: 389px;"
1751482135-65;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2485870;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485870_uploaded_image1_1595788499.jpg""); width: 389px;"
1751482138-66;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2485908;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485908_uploaded_image1_1595789527.jpg""); width: 389px;"
1751482142-67;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble Enfants;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2485966;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485966_uploaded_image1_1595790569.jpg""); width: 464px;"
1751482144-68;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfant;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2485978;Vêtements Enfants;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2485978_uploaded_image1_1595790880.jpg""); width: 389px;"
1751482147-69;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfant;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2486029;Vêtements Enfants;20 000 CFA;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486029_uploaded_image1_1595791947.jpg""); width: 389px;"
1751482150-70;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble enfant;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2486047;Vêtements Enfants;Prix sur demande;Parcelle Assainies, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486047_uploaded_image1_1595792209.jpg""); width: 389px;"
1751482153-71;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble  bébé;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2486671;Vêtements Enfants;3 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486671_uploaded_image1_1595809497.jpg""); width: 671px;"
1751482156-72;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble coton bébé;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-bebe-2486676;Vêtements Enfants;3 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486676_uploaded_image1_1595809607.jpg""); width: 671px;"
1751482159-73;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble coton bébé;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-bebe-2486678;Vêtements Enfants;3 500 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486678_uploaded_image1_1595809672.jpg""); width: 671px;"
1751482163-74;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements bébé;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2486689;Vêtements Enfants;1 300 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486689_uploaded_image1_1595809961.jpg""); width: 671px;"
1751482165-75;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble fille;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-2486698;Vêtements Enfants;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486698_uploaded_image1_1595810128.jpg""); width: 671px;"
1751482169-76;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble short fille;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-fille-2486699;Vêtements Enfants;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486699_uploaded_image1_1595810182.jpg""); width: 671px;"
1751482172-77;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble short fille;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-fille-2486701;Vêtements Enfants;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486701_uploaded_image1_1595810301.jpg""); width: 671px;"
1751482175-78;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Serviette de bains;https://sn.coinafrique.com/annonce/vetements-enfants/serviette-de-bains-2486708;Vêtements Enfants;2 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2486708_uploaded_image1_1595810422.jpg""); width: 671px;"
1751482178-79;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Vêtements enfants;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2488144;Vêtements Enfants;12 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2488144_uploaded_image1_1595852520.jpg""); width: 532px;"
1751482181-80;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Veste africaine;https://sn.coinafrique.com/annonce/vetements-enfants/veste-africaine-2490006;Vêtements Enfants;12 000 CFA;Biscuiterie, Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2490006_uploaded_image1_1595887562.jpg""); width: 532px;"
1751482184-81;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble pantalon court;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pantalon-court-2492350;Vêtements Enfants;4 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2492350_uploaded_image1_1595948379.jpg""); width: 671px;"
1751482188-82;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble pantalon court;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pantalon-court-2492355;Vêtements Enfants;4 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2492355_uploaded_image1_1595948509.jpg""); width: 671px;"
1751482191-83;https://sn.coinafrique.com/categorie/vetements-enfants?page=13;Ensemble short jean;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-jean-2492364;Vêtements Enfants;5 000 CFA;Dakar, Sénégal;"background-image: url(""https://images.coinafrique.com/2492364_uploaded_image1_1595948610.jpg""); width: 671px;"
